hospital_id,Hospital_address,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,good_bad_data
HSID00132439,"1234 Elm St, Los Angeles, CA 90001",PHY09488,uralogist,Cigna,PID5122,bad
HSID00132440,"3210 Cedar Rd, Miami, FL 33101",PHY09489,neurologist,Bluecross,PID5142,bad
HSID00132441,"7890 Cedar St, Anytown, USA",PHY09490,endocrinologist,Cigna,PID5122,bad
HSID00132442,"123 Main St, Anytown, USA",PHY09491,uralogist,Medicare,PID5132,bad
HSID00132443,"789 Oak St, Anytown, USA",PHY09492,neurologist,Bluecross,PID5142,bad
HSID00132444,"7654 Cedar Rd, Denver, CO 80206",PHY09493,oncologist,Aetna,PID5112,bad
HSID00132445,"4567 Maple Ave, Los Angeles CA 90001",PHY09494,oncologist,Aetna,PID5112,bad
HSID00132446,"1234 Oak Ave, San Diego CA 92109",PHY09495,endocrinologist,Medicare,PID5132,bad
HSID00132447,"789 Oak St, Anytown, USA",PHY09496,endocrinologist,Aetna,PID5112,bad
HSID00132448,"1234 Pine St, Othernewtown, USA",PHY09497,oncologist,Aetna,PID5112,bad
HSID00132449,"1234 Oak Ave, San Diego CA 92109",PHY09498,uralogist,Cigna,PID5122,bad
HSID00132450,"1234 Maple St, Anytown, USA",PHY09499,neurologist,Unitedhealthcare,PID5192,bad
HSID00132451,"5678 Elm St, Anytown, USA",PHY09500,neurologist,Unitedhealthcare,PID5192,bad
HSID00132452,"1234 Elm St, Atlanta, GA 30303",PHY09501,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00132453,"7890 Maple St, Fourtown, USA",PHY09502,endocrinologist,Cigna,PID5122,bad
HSID00132454,"6789 Elm St, Othertown, USA",PHY09503,endocrinologist,Aetna,PID5112,bad
HSID00132455,"123 Maple St, San Francisco, CA 94110",PHY09504,endocrinologist,Medicare,PID5132,bad
HSID00132456,"123 Maple St, San Francisco, CA 94110",PHY09505,uralogist,Bluecross,PID5142,bad
HSID00132457,"456 Oak St, Miami, FL 33101",PHY09506,uralogist,Cigna,PID5122,bad
HSID00132458,"5678 Pine St, Fivetown, USA",PHY09507,endocrinologist,Medicare,PID5132,bad
HSID00132459,"7654 Cedar Rd, Denver, CO 80206",PHY09508,uralogist,Bluecross,PID5142,bad
HSID00132460,"5678 Elm St, Anytown, USA",PHY09509,cardiologist,Medicare,PID5132,bad
HSID00132461,"567 Maple St, Newtown2, USA",PHY09510,endocrinologist,Cigna,PID5122,bad
HSID00132462,"1234 Elm St, Anytown, USA",PHY09511,neurologist,Cigna,PID5122,bad
HSID00132463,"1012 Pine St, Chicago, IL 60601",PHY09512,neurologist,Cigna,PID5122,bad
HSID00132464,"5678 Pine St, Fivetown, USA",PHY09513,oncologist,Bluecross,PID5142,bad
HSID00132465,"123 Main St, Anytown, USA",PHY09514,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00132466,"3456 Oak Ave, Los Angeles, CA 90012",PHY09515,endocrinologist,Medicare,PID5132,bad
HSID00132467,"135 Elm St, Boston, MA 02115",PHY09516,uralogist,Bluecross,PID5142,bad
HSID00132468,"5678 Maple Ave, Chicago, IL",PHY09517,cardiologist,Bluecross,PID5142,bad
HSID00132469,"9012 Oak St, Anytown, USA",PHY09518,cardiologist,Cigna,PID5122,bad
HSID00132470,"1234 Elm St, Anytown, USA",PHY09519,cardiologist,Aetna,PID5112,bad
HSID00132471,"9876 Elm St, Miami, FL",PHY09520,uralogist,Bluecross,PID5142,bad
HSID00132472,"3210 Pine St, Anytown, USA",PHY09521,endocrinologist,Medicare,PID5132,bad
HSID00132473,"789 Elm St, Newtown USA",PHY09522,neurologist,Bluecross,PID5142,bad
HSID00132474,"9876 Maple St, Chicago, IL 60601",PHY09523,endocrinologist,Bluecross,PID5142,bad
HSID00132475,"1234 Oak St, Chicago IL 60601",PHY09524,oncologist,Medicare,PID5132,bad
HSID00132476,"7890 Pine St, New York, NY 10001",PHY09525,uralogist,Bluecross,PID5142,bad
HSID00132477,"5678 Maple Ave, Anytown, USA",PHY09526,oncologist,Unitedhealthcare,PID5192,bad
HSID00132478,"1234 Elm St, Minneapolis, MN 55405",PHY09527,uralogist,Bluecross,PID5142,bad
HSID00132479,"123 Main St, Anytown USA",PHY09528,uralogist,Cigna,PID5122,bad
HSID00132480,"246 Birch St, Houston, TX 77002, USA",PHY09529,uralogist,Medicare,PID5132,bad
HSID00132481,"7890 Maple St, Fourtown, USA",PHY09530,endocrinologist,Medicare,PID5132,bad
HSID00132482,"1234 Elm St, Minneapolis, MN 55405",PHY09531,neurologist,Aetna,PID5112,bad
HSID00132483,"1234 Maple St, Anytown, USA",PHY09532,oncologist,Cigna,PID5122,bad
HSID00132484,"3210 Pine St, Anytown, USA",PHY09533,endocrinologist,Aetna,PID5112,bad
HSID00132485,"5678 Oak Ave, New York, NY 10001",PHY09534,uralogist,Medicare,PID5132,bad
HSID00132486,"1234 Oak St, Los Angeles, CA",PHY09535,cardiologist,Cigna,PID5122,bad
HSID00132487,"5678 Oak St, New York, NY 10001",PHY09536,oncologist,BlueCross BlueShield,PID5142,bad
HSID00132488,"1357 Elm St, Seattle WA 98101",PHY09537,neurologist,Bluecross,PID5142,bad
HSID00132489,"456 Oak St, Otherville USA",PHY09538,oncologist,Medicare,PID5132,bad
HSID00132490,"3210 Cedar St, Houston, TX 77006",PHY09539,oncologist,Medicare,PID5132,bad
HSID00132491,"3456 Oak Ave, Los Angeles, CA 90012",PHY09540,endocrinologist,Bluecross,PID5142,bad
HSID00132492,"5678 Pine St, New York, NY 10001",PHY09541,oncologist,Bluecross,PID5142,bad
HSID00132493,"7890 Maple St, Fourtown, USA",PHY09542,cardiologist,Bluecross,PID5142,bad
HSID00132494,"3456 Pine St, Anytown, USA",PHY09543,oncologist,BlueCross BlueShield,PID5142,bad
HSID00132495,"1234 Elm St, Atlanta, GA 30303",PHY09544,oncologist,Cigna,PID5122,bad
HSID00132496,"456 Oak St, Otherville USA",PHY09545,uralogist,Bluecross,PID5142,bad
HSID00132497,"1234 Maple St, Los Angeles, CA 90001",PHY09546,neurologist,Cigna,PID5122,bad
HSID00132498,"7654 Cedar Rd, Denver, CO 80206",PHY09547,oncologist,Bluecross,PID5142,bad
HSID00132499,"9876 Elm St, Miami, FL",PHY09548,neurologist,Bluecross,PID5142,bad
HSID00132500,"246 Birch St, Houston, TX 77002, USA",PHY09549,cardiologist,Bluecross,PID5142,bad
HSID00132501,"1012 Pine St, Chicago, IL 60601",PHY09550,uralogist,Bluecross,PID5142,bad
HSID00132502,"222 Pine St, Anytown, USA",PHY09551,cardiologist,Bluecross,PID5142,bad
HSID00132503,"456 Elm St, Los Angeles, CA 90001",PHY09552,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00132504,"321 Elm St, San Francisco CA 94109",PHY09553,cardiologist,Bluecross,PID5142,bad
HSID00132505,"1357 Main St, New York, NY",PHY09554,oncologist,Bluecross,PID5142,bad
HSID00132506,"7890 Pine St, Seattle, WA 98101",PHY09555,cardiologist,Aetna,PID5112,bad
HSID00132507,"7654 Cedar Rd, Denver, CO 80206",PHY09556,cardiologist,Cigna,PID5122,bad
HSID00132508,"5678 Maple Ave, Chicago, IL",PHY09557,oncologist,Cigna,PID5122,bad
HSID00132509,"123 Oak St, Chicago, IL 60601, USA",PHY09558,neurologist,Aetna,PID5112,bad
HSID00132510,"7654 Cedar Rd, Denver, CO 80206",PHY09559,cardiologist,Cigna,PID5122,bad
HSID00132511,"4567 Oak Ave, Los Angeles, CA 90012",PHY09560,neurologist,Medicare,PID5132,bad
HSID00132512,"3456 Pine St, Anytown, USA",PHY09561,cardiologist,UnitedHealthcare,PID5192,bad
HSID00132513,"456 Pine St, New York, NY 10012",PHY09562,cardiologist,Cigna,PID5122,bad
HSID00132514,"7890 Pine St, Seattle, WA 98101",PHY09563,oncologist,Aetna,PID5112,bad
HSID00132515,"7890 Maple St, New York, NY 10005",PHY09564,uralogist,Bluecross,PID5142,bad
HSID00132516,"123 Main St, Anytown, USA",PHY09565,cardiologist,Medicare,PID5132,bad
HSID00132517,"6789 Elm St, Othertown, USA",PHY09566,oncologist,Medicare,PID5132,bad
HSID00132518,"456 Oak St, Otherville USA",PHY09567,neurologist,Cigna,PID5122,bad
HSID00132519,"4567 Oak Ave, Los Angeles, CA 90012",PHY09568,uralogist,Medicare,PID5132,bad
HSID00132520,"1357 Elm St, Seattle WA 98101",PHY09569,oncologist,UnitedHealthcare,PID5192,bad
HSID00132521,"3210 Cedar St, Houston, TX 77001",PHY09570,cardiologist,Cigna,PID5122,bad
HSID00132522,"3210 Cedar St, Houston, TX 77001",PHY09571,cardiologist,Cigna,PID5122,bad
HSID00132523,"9876 Maple St, Chicago, IL 60601",PHY09572,oncologist,Medicare,PID5132,bad
HSID00132524,"5678 Oak Ave, Miami, FL 33109",PHY09573,oncologist,Aetna,PID5112,bad
HSID00132525,"1234 Maple St, Los Angeles, CA 90001",PHY09574,oncologist,Medicare,PID5132,bad
HSID00132526,"3210 Pine St, Boston, MA 02108",PHY09575,cardiologist,BlueCross,PID5142,bad
HSID00132527,"3456 Pine St, Anytown, USA",PHY09576,uralogist,Medicare,PID5132,bad
HSID00132528,"456 Oak St, Otherville USA",PHY09577,oncologist,Medicare,PID5132,bad
HSID00132529,"1234 Elm St, Los Angeles, CA 90001",PHY09578,oncologist,Cigna,PID5122,bad
HSID00132530,"5678 Oak St, New York, NY 10001",PHY09579,oncologist,BlueCross BlueShield,PID5142,bad
HSID00132531,"7890 Cedar St, Anytown, USA",PHY09580,oncologist,Bluecross,PID5142,bad
HSID00132532,"135 Maple St, Boston, MA 02108",PHY09581,neurologist,Unitedhealthcare,PID5192,bad
HSID00132533,"456 Oak St, Miami, FL 33101",PHY09582,uralogist,Aetna,PID5112,bad
HSID00132534,"1234 Main St, Anytown, USA",PHY09583,cardiologist,Bluecross,PID5142,bad
HSID00132535,"3456 Pine St, Anytown, USA",PHY09584,neurologist,Aetna,PID5112,bad
HSID00132536,"246 Walnut St, Chicago, IL 60601",PHY09585,oncologist,Bluecross,PID5142,bad
HSID00132537,"5678 Oak Ave, New York, NY 10001",PHY09586,neurologist,Cigna,PID5122,bad
HSID00132538,"7890 Pine St, New York, NY 10001",PHY09587,uralogist,Medicare,PID5132,bad
HSID00132539,"789 Oak St, Anytown, USA",PHY09588,endocrinologist,Bluecross,PID5142,bad
HSID00132540,"3210 Cedar St, Houston, TX 77006",PHY09589,uralogist,Bluecross,PID5142,bad
HSID00132541,"123 Main St, New York, NY 10001",PHY09590,cardiologist,Aetna,PID5112,bad
HSID00132542,"1234 Main St, Anytown, USA",PHY09591,uralogist,Cigna,PID5122,bad
HSID00132543,"456 Pine St, Los Angeles, CA 90001, USA",PHY09592,neurologist,Aetna,PID5112,bad
HSID00132544,"7890 Pine St, New York, NY 10001",PHY09593,neurologist,UnitedHealthcare,PID5192,bad
HSID00132545,"3456 Elm St, Miami, FL 33101",PHY09594,cardiologist,Medicare,PID5132,bad
HSID00132546,"9012 Pine St, Chicago, IL 60601",PHY09595,cardiologist,Cigna,PID5122,bad
HSID00132547,"123 Oak St, Chicago, IL 60601, USA",PHY09596,endocrinologist,Cigna,PID5122,bad
HSID00132548,"1234 Elm St, Los Angeles, CA 90001",PHY09597,neurologist,Cigna,PID5122,bad
HSID00132549,"456 Oak St, Otherville USA",PHY09598,uralogist,Aetna,PID5112,bad
HSID00132550,"3456 Oak Ave, Los Angeles, CA 90012",PHY09599,endocrinologist,Aetna,PID5112,bad
HSID00132551,"1234 Elm St, Minneapolis, MN 55405",PHY09600,cardiologist,Aetna,PID5112,bad
HSID00132552,"789 Oak St, Anytown, USA",PHY09601,oncologist,Medicare,PID5132,bad
HSID00132553,"456 Oak St, Anytown USA 23456",PHY09602,neurologist,Bluecross,PID5142,bad
HSID00132554,"1234 Main St, San Francisco, CA 94114",PHY09603,neurologist,Cigna,PID5122,bad
HSID00132555,"135 Elm St, Miami, FL 33101, USA",PHY09604,oncologist,Bluecross,PID5142,bad
HSID00132556,"5678 Oak Ave, Miami, FL 33109",PHY09605,neurologist,Unitedhealthcare,PID5192,bad
HSID00132557,"246 Birch St, Houston, TX 77002, USA",PHY09606,cardiologist,Bluecross,PID5142,bad
HSID00132558,"9876 Maple Rd, Seattle, WA 98101",PHY09607,oncologist,Cigna,PID5122,bad
HSID00132559,"3456 Maple St, Chicago, IL 60601",PHY09608,cardiologist,Aetna,PID5112,bad
HSID00132560,"4567 Maple St, Miami, FL 33101",PHY09609,cardiologist,Aetna,PID5112,bad
HSID00132561,"1234 Elm St, Minneapolis, MN 55405",PHY09610,neurologist,Cigna,PID5122,bad
HSID00132562,"1234 Elm St, Los Angeles, CA 90001",PHY09611,endocrinologist,Cigna,PID5122,bad
HSID00132563,"222 Pine St, Anytown, USA",PHY09612,neurologist,Cigna,PID5122,bad
HSID00132564,"7654 Cedar Rd, Denver, CO 80206",PHY09613,endocrinologist,Bluecross,PID5142,bad
HSID00132565,"246 Pine St, Seattle, WA 98101",PHY09614,cardiologist,Bluecross,PID5142,bad
HSID00132566,"1234 Elm St, Los Angeles, CA 90001",PHY09615,oncologist,Medicare,PID5132,bad
HSID00132567,"5678 Maple Ave, Anytown, USA",PHY09616,oncologist,Unitedhealthcare,PID5192,bad
HSID00132568,"7890 Maple St, New York, NY 10005",PHY09617,cardiologist,Aetna,PID5112,bad
HSID00132569,"456 Pine St, Los Angeles, CA 90001, USA",PHY09618,neurologist,Bluecross,PID5142,bad
HSID00132570,"5678 Maple Ave, Anytown, USA",PHY09619,cardiologist,Medicare,PID5132,bad
HSID00132571,"6789 Elm St, Othertown, USA",PHY09620,cardiologist,Bluecross,PID5142,bad
HSID00132572,"5678 Elm St, Anytown, USA",PHY09621,uralogist,Bluecross,PID5142,bad
HSID00132573,"5678 Pine St, Fivetown, USA",PHY09622,uralogist,Cigna,PID5122,bad
HSID00132574,"9012 Oak St, Anytown, USA",PHY09623,neurologist,Cigna,PID5122,bad
HSID00132575,"222 Pine St, Anytown, USA",PHY09624,uralogist,Unitedhealthcare,PID5192,bad
HSID00132576,"135 Elm St, Boston, MA 02115",PHY09625,uralogist,Cigna,PID5122,bad
HSID00132577,"3210 Cedar St, Houston, TX 77006",PHY09626,oncologist,Unitedhealthcare,PID5192,bad
HSID00132578,"3210 Cedar Rd, Miami, FL 33101",PHY09627,neurologist,Cigna,PID5122,bad
HSID00132579,"7890 Birch St, Houston, TX 77001",PHY09628,endocrinologist,Aetna,PID5112,bad
HSID00132580,"3456 Oak St, Threetown, USA",PHY09629,uralogist,Aetna,PID5112,bad
HSID00132581,"456 Elm St, Othertown, USA",PHY09630,uralogist,Bluecross,PID5142,bad
HSID00132582,"3456 Elm St, Miami, FL 33101",PHY09631,uralogist,Aetna,PID5112,bad
HSID00132583,"789 Oak St, Chicago, IL 60601",PHY09632,oncologist,Aetna,PID5112,bad
HSID00132584,"1234 Maple St, Los Angeles, CA 90001",PHY09633,cardiologist,UnitedHealthcare,PID5192,bad
HSID00132585,"567 Maple St, Newtown2, USA",PHY09634,uralogist,Unitedhealthcare,PID5192,bad
HSID00132586,"1234 Oak St, Los Angeles, CA",PHY09635,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00132587,"5678 Maple Ave, Chicago, IL",PHY09636,endocrinologist,Bluecross,PID5142,bad
HSID00132588,"1012 Pine St, Chicago, IL 60601",PHY09637,uralogist,Bluecross,PID5142,bad
HSID00132589,"4567 Maple St, Miami, FL 33101",PHY09638,endocrinologist,Medicare,PID5132,bad
HSID00132590,"7654 Cedar Rd, Denver, CO 80206",PHY09639,endocrinologist,Cigna,PID5122,bad
HSID00132591,"7654 Cedar Rd, Denver, CO 80206",PHY09640,cardiologist,Cigna,PID5122,bad
HSID00132592,"5678 Elm St, Anytown, USA",PHY09641,oncologist,Cigna,PID5122,bad
HSID00132593,"101 Maple St, Anytown, USA",PHY09642,uralogist,Unitedhealthcare,PID5192,bad
HSID00132594,"567 Maple St, Newtown2, USA",PHY09643,oncologist,Aetna,PID5112,bad
HSID00132595,"1234 Elm St, Atlanta, GA 30303",PHY09644,cardiologist,Unitedhealthcare,PID5192,bad
HSID00132596,"9012 Pine St, New York, NY 10001",PHY09645,neurologist,UnitedHealthcare,PID5192,bad
HSID00132597,"123 Main St, Anytown, USA",PHY09646,oncologist,Aetna,PID5112,bad
HSID00132598,"7890 Birch St, Houston, TX 77001",PHY09647,neurologist,Bluecross,PID5142,bad
HSID00132599,"1234 Maple St, Los Angeles, CA 90001",PHY09648,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00132600,"7890 Birch St, Houston, TX 77001",PHY09649,oncologist,Unitedhealthcare,PID5192,bad
HSID00132601,"7890 Pine St, New York, NY 10001",PHY09650,neurologist,Bluecross,PID5142,bad
HSID00132602,"246 Pine St, Seattle, WA 98101",PHY09651,uralogist,Aetna,PID5112,bad
HSID00132603,"7890 Pine St, New York, NY 10001",PHY09652,neurologist,Bluecross,PID5142,bad
HSID00132604,"5678 Pine St, Fivetown, USA",PHY09653,endocrinologist,BlueCross,PID5142,bad
HSID00132605,"1234 Elm St, Anytown, USA",PHY09654,uralogist,Medicare,PID5132,bad
HSID00132606,"6789 Elm St, Othertown, USA",PHY09655,oncologist,BlueCross,PID5142,bad
HSID00132607,"3210 Cedar St, Houston, TX 77006",PHY09656,endocrinologist,Aetna,PID5112,bad
HSID00132608,"1012 Pine St, Chicago, IL 60601",PHY09657,neurologist,Aetna,PID5112,bad
HSID00132609,"7890 Pine St, Seattle, WA 98101",PHY09658,cardiologist,Cigna,PID5122,bad
HSID00132610,"789 Oak St, Chicago, IL 60601",PHY09659,cardiologist,Aetna,PID5112,bad
HSID00132611,"789 Oak St, Anytown, USA",PHY09660,uralogist,BlueCross BlueShield,PID5142,bad
HSID00132612,"789 Oak St, Newtown, USA",PHY09661,neurologist,Unitedhealthcare,PID5192,bad
HSID00132613,"1234 Elm St, Los Angeles, CA 90001",PHY09662,oncologist,Cigna,PID5122,bad
HSID00132614,"456 Oak St, Anytown USA 23456",PHY09663,endocrinologist,Aetna,PID5112,bad
HSID00132615,"5678 Maple Ave, Chicago, IL",PHY09664,endocrinologist,Aetna,PID5112,bad
HSID00132616,"5678 Maple Ave, Chicago, IL",PHY09665,neurologist,Bluecross,PID5142,bad
HSID00132617,"123 Main St, Anytown USA",PHY09666,oncologist,Bluecross,PID5142,bad
HSID00132618,"1357 Elm St, Seattle WA 98101",PHY09667,cardiologist,Aetna,PID5112,bad
HSID00132619,"1234 Elm St, Minneapolis, MN 55405",PHY09668,oncologist,BlueCross,PID5142,bad
HSID00132620,"1234 Elm St, Los Angeles, CA 90001",PHY09669,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00132621,"3456 Oak St, Threetown, USA",PHY09670,neurologist,Aetna,PID5112,bad
HSID00132622,"4567 Oak Ave, San Francisco, CA 94110",PHY09671,endocrinologist,Aetna,PID5112,bad
HSID00132623,"3210 Pine St, Boston, MA 02108",PHY09672,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00132624,"123 Main St, San Francisco, CA 94114",PHY09673,oncologist,Cigna,PID5122,bad
HSID00132625,"9012 Pine St, Chicago, IL 60601",PHY09674,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00132626,"3210 Cedar St, Houston, TX 77001",PHY09675,cardiologist,Medicare,PID5132,bad
HSID00132627,"321 Pine St, Otherville USA",PHY09676,neurologist,Bluecross,PID5142,bad
HSID00132628,"456 Elm St, Los Angeles, CA 90001",PHY09677,endocrinologist,Bluecross,PID5142,bad
HSID00132629,"321 Pine St, Otherville USA",PHY09678,uralogist,Aetna,PID5112,bad
HSID00132630,"789 Maple St, New York, NY 10001, USA",PHY09679,endocrinologist,Aetna,PID5112,bad
HSID00132631,"6789 Elm St, Othertown, USA",PHY09680,uralogist,Medicare,PID5132,bad
HSID00132632,"4567 Cedar Ln, Anytown, USA",PHY09681,neurologist,Bluecross,PID5142,bad
HSID00132633,"1234 Maple St, Anytown, USA",PHY09682,neurologist,Medicare,PID5132,bad
HSID00132634,"9012 Oak St, Anytown, USA",PHY09683,oncologist,Bluecross,PID5142,bad
HSID00132635,"3210 Pine St, Anytown, USA",PHY09684,cardiologist,Bluecross,PID5142,bad
HSID00132636,"1234 Maple St, Los Angeles, CA 90001",PHY09685,endocrinologist,Cigna,PID5122,bad
HSID00132637,"456 Oak St, Otherville USA",PHY09686,uralogist,Cigna,PID5122,bad
HSID00132638,"456 Oak St, Otherville USA",PHY09687,endocrinologist,Aetna,PID5112,bad
HSID00132639,"4567 Oak Ave, San Francisco, CA 94110",PHY09688,endocrinologist,Cigna,PID5122,bad
HSID00132640,"5678 Pine St, New York, NY 10001",PHY09689,oncologist,Cigna,PID5122,bad
HSID00132641,"4567 Oak Ave, San Francisco, CA 94110",PHY09690,neurologist,Aetna,PID5112,bad
HSID00132642,"456 Oak St, Otherville USA",PHY09691,neurologist,Cigna,PID5122,bad
HSID00132643,"7654 Cedar Rd, Denver, CO 80206",PHY09692,neurologist,Cigna,PID5122,bad
HSID00132644,"3210 Cedar St, Houston, TX 77001",PHY09693,endocrinologist,Aetna,PID5112,bad
HSID00132645,"7890 Pine St, New York, NY 10001",PHY09694,neurologist,Aetna,PID5112,bad
HSID00132646,"9012 Pine St, Chicago, IL 60601",PHY09695,oncologist,Cigna,PID5122,bad
HSID00132647,"135 Maple St, Boston, MA 02108",PHY09696,neurologist,Cigna,PID5122,bad
HSID00132648,"3210 Pine St, Boston, MA 02108",PHY09697,uralogist,UnitedHealthcare,PID5192,bad
HSID00132649,"789 Oak St, Chicago, IL 60601",PHY09698,oncologist,Aetna,PID5112,bad
HSID00132650,"1234 Elm St, Los Angeles, CA 90001",PHY09699,cardiologist,Bluecross,PID5142,bad
HSID00132651,"4567 Oak Ave, Los Angeles, CA 90012",PHY09700,endocrinologist,Medicare,PID5132,bad
HSID00132652,"456 Maple St, Los Angeles CA 90001",PHY09701,neurologist,Bluecross,PID5142,bad
HSID00132653,"1357 Elm St, Seattle WA 98101",PHY09702,neurologist,Cigna,PID5122,bad
HSID00132654,"9012 Oak St, Chicago, IL 60601",PHY09703,cardiologist,Cigna,PID5122,bad
HSID00132655,"7890 Birch St, Atlanta, GA 30303",PHY09704,cardiologist,UnitedHealthcare,PID5192,bad
HSID00132656,"135 Maple St, Boston, MA 02108",PHY09705,uralogist,Aetna,PID5112,bad
HSID00132657,"456 Elm St, Los Angeles, CA 90001",PHY09706,oncologist,Aetna,PID5112,bad
HSID00132658,"789 Oak St, Los Angeles, CA 90013",PHY09707,uralogist,Medicare,PID5132,bad
HSID00132659,"1234 Main St, San Francisco, CA 94114",PHY09708,neurologist,Cigna,PID5122,bad
HSID00132660,"789 Oak St, Chicago, IL 60601",PHY09709,endocrinologist,Bluecross,PID5142,bad
HSID00132661,"123 Main St, New York, NY 10001",PHY09710,uralogist,Cigna,PID5122,bad
HSID00132662,"222 Pine St, Anytown, USA",PHY09711,uralogist,Medicare,PID5132,bad
HSID00132663,"9876 Elm St, Miami, FL",PHY09712,neurologist,Aetna,PID5112,bad
HSID00132664,"5678 Oak St, New York, NY 10001",PHY09713,cardiologist,Bluecross,PID5142,bad
HSID00132665,"1234 Oak St, Los Angeles, CA 90001",PHY09714,endocrinologist,Bluecross,PID5142,bad
HSID00132666,"6789 Elm St, Othertown, USA",PHY09715,uralogist,Bluecross,PID5142,bad
HSID00132667,"5678 Elm St, Denver, CO 80202",PHY09716,uralogist,Medicare,PID5132,bad
HSID00132668,"789 Oak St, Newtown, USA",PHY09717,neurologist,Cigna,PID5122,bad
HSID00132669,"7654 Cedar Rd, Denver, CO 80206",PHY09718,endocrinologist,Medicare,PID5132,bad
HSID00132670,"3456 Oak St, Threetown, USA",PHY09719,oncologist,Medicare,PID5132,bad
HSID00132671,"321 Pine St, Otherville USA",PHY09720,oncologist,Cigna,PID5122,bad
HSID00132672,"5678 Oak Ave, Miami, FL 33109",PHY09721,oncologist,Bluecross,PID5142,bad
HSID00132673,"222 Pine St, Anytown, USA",PHY09722,oncologist,Cigna,PID5122,bad
HSID00132674,"123 Main St, Anytown, USA",PHY09723,endocrinologist,Bluecross,PID5142,bad
HSID00132675,"1234 Elm St, Los Angeles, CA 90001",PHY09724,oncologist,Cigna,PID5122,bad
HSID00132676,"1012 Pine St, Chicago, IL 60601",PHY09725,cardiologist,Unitedhealthcare,PID5192,bad
HSID00132677,"1234 Maple St, Anytown, USA",PHY09726,uralogist,Cigna,PID5122,bad
HSID00132678,"1357 Elm St, Seattle WA 98101",PHY09727,neurologist,Cigna,PID5122,bad
HSID00132679,"9012 Oak St, Anytown, USA",PHY09728,endocrinologist,Cigna,PID5122,bad
HSID00132680,"1234 Elm St, Los Angeles, CA 90001",PHY09729,oncologist,Aetna,PID5112,bad
HSID00132681,"6789 Elm St, Othertown, USA",PHY09730,neurologist,Aetna,PID5112,bad
HSID00132682,"7890 Pine St, New York NY 10001",PHY09731,neurologist,Cigna,PID5122,bad
HSID00132683,"5678 Oak Ave, New York, NY 10001",PHY09732,uralogist,Medicare,PID5132,bad
HSID00132684,"222 Pine St, Anytown, USA",PHY09733,oncologist,UnitedHealthcare,PID5192,bad
HSID00132685,"123 Main St, Anytown, USA",PHY09734,endocrinologist,Cigna,PID5122,bad
HSID00132686,"5678 Pine St, New York, NY 10001",PHY09735,endocrinologist,Cigna,PID5122,bad
HSID00132687,"789 Oak St, Los Angeles, CA 90013",PHY09736,neurologist,Bluecross,PID5142,bad
HSID00132688,"1234 Oak St, Los Angeles, CA",PHY09737,neurologist,Aetna,PID5112,bad
HSID00132689,"1234 Oak St, Chicago IL 60601",PHY09738,endocrinologist,Aetna,PID5112,bad
HSID00132690,"4567 Cedar Ln, Anytown, USA",PHY09739,uralogist,Bluecross,PID5142,bad
HSID00132691,"456 Maple St, Los Angeles CA 90001",PHY09740,cardiologist,Bluecross,PID5142,bad
HSID00132692,"567 Maple St, Newtown2, USA",PHY09741,oncologist,Aetna,PID5112,bad
HSID00132693,"5678 Oak St, New York, NY 10001",PHY09742,oncologist,Cigna,PID5122,bad
HSID00132694,"123 Maple St, San Francisco, CA 94110",PHY09743,oncologist,Bluecross,PID5142,bad
HSID00132695,"7890 Maple St, Fourtown, USA",PHY09744,endocrinologist,Cigna,PID5122,bad
HSID00132696,"4567 Maple Ave, Los Angeles CA 90001",PHY09745,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00132697,"3210 Pine St, Anytown, USA",PHY09746,oncologist,Bluecross,PID5142,bad
HSID00132698,"1357 Elm St, Seattle WA 98101",PHY09747,oncologist,Bluecross,PID5142,bad
HSID00132699,"9012 Pine St, New York, NY 10001",PHY09748,uralogist,Unitedhealthcare,PID5192,bad
HSID00132700,"1234 Oak Ave, San Diego CA 92109",PHY09749,neurologist,Aetna,PID5112,bad
HSID00132701,"456 Pine St, Los Angeles, CA 90001, USA",PHY09750,uralogist,Medicare,PID5132,bad
HSID00132702,"5678 Elm St, Anytown, USA",PHY09751,uralogist,Unitedhealthcare,PID5192,bad
HSID00132703,"123 Oak St, Chicago, IL 60601, USA",PHY09752,neurologist,Cigna,PID5122,bad
HSID00132704,"4567 Oak Ave, San Francisco, CA 94110",PHY09753,oncologist,Bluecross,PID5142,bad
HSID00132705,"1234 Maple St, Los Angeles, CA 90001",PHY09754,neurologist,Bluecross,PID5142,bad
HSID00132706,"5678 Maple Ave, Chicago, IL",PHY09755,uralogist,Bluecross,PID5142,bad
HSID00132707,"456 Maple St, Los Angeles CA 90001",PHY09756,oncologist,Bluecross,PID5142,bad
HSID00132708,"9012 Oak St, Anytown, USA",PHY09757,endocrinologist,Cigna,PID5122,bad
